Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P1055,F834,United,SEA,LAX,19/10/2024 11:52,178,On-time,1506,406.1,60,Male,Low,Family,Economy,3,Silver,Desk,8.5,5,11,0,1,Aisle
P1056,F242,Southwest,DFW,LAX,15/06/2024 12:52,215,On-time,1372,197.82,75,Female,Low,Leisure,Premium Economy,0,Platinum,Airport Kiosk,6.6,25,71,0,0,Aisle
P1057,F1372,American Airlines,ATL,SFO,04/09/2023 7:10,210,On-time,1328,346.24,70,Female,Medium,Leisure,Premium Economy,2,Gold,Airport Kiosk,7.1,6,50,0,0,Middle
P1058,F12,American Airlines,LAX,DEN,11/04/2025 7:17,178,On-time,1079,290.83,53,Male,Medium,Leisure,First,2,Silver,Online,3.9,12,0,0,0,Window
P1059,F1455,Delta,DFW,DEN,31/01/2024 16:21,134,Delayed,642,325.96,24,Female,Medium,Leisure,Economy,3,Gold,Airport Kiosk,8.4,4,70,0,0,Aisle
P1060,F919,Delta,LAX,DFW,23/07/2023 10:02,297,On-time,1510,342.42,65,Female,Medium,Business,Economy,1,None,Mobile App,5.5,20,3,0,0,Aisle
P1061,F1309,American Airlines,SEA,DFW,26/10/2024 6:20,231,On-time,606,401.1,66,Female,Medium,Leisure,Economy,2,None,Mobile App,5.4,5,42,0,0,Aisle
P1062,F1275,Delta,JFK,ATL,15/10/2023 10:47,129,On-time,1093,258.89,79,Male,Medium,Leisure,Economy,2,None,Mobile App,9.5,2,39,0,1,Window
P1063,F388,JetBlue,ORD,SFO,10/06/2024 21:29,185,On-time,1149,345.16,56,Male,Medium,Business,Economy,1,None,Online,6.7,0,93,0,0,Window
P1064,F733,United,JFK,ORD,22/10/2024 22:06,121,On-time,991,301.56,40,Male,Low,Business,Economy,5,None,Desk,6.9,2,112,0,0,Aisle
P1065,F1125,JetBlue,DEN,ORD,29/08/2024 14:26,78,On-time,964,278.39,78,Female,Low,Business,Premium Economy,0,None,Online,8.6,14,13,0,0,Aisle
P1066,F1308,JetBlue,ATL,DEN,05/01/2024 8:59,86,On-time,1089,367.02,36,Male,Medium,Business,Business,0,Gold,Online,6.1,3,35,1,0,Aisle
P1067,F271,JetBlue,DEN,ATL,04/01/2025 12:03,111,On-time,588,378.81,36,Female,Medium,Leisure,Economy,1,Silver,Mobile App,7.2,10,113,0,0,Window
P1068,F1909,Southwest,DFW,ATL,03/11/2024 4:14,156,Delayed,1390,353.13,65,Female,High,Leisure,Economy,3,None,Online,3.2,0,60,0,0,Middle
P1069,F20,JetBlue,LAX,ORD,23/09/2023 2:46,158,On-time,1677,310.63,57,Male,Medium,Emergency,First,1,None,Airport Kiosk,7.4,27,58,0,0,Aisle
P1070,F1140,JetBlue,DEN,SFO,21/09/2023 9:23,277,On-time,1185,403.41,62,Female,Medium,Family,Economy,1,Platinum,Mobile App,5.3,0,73,0,0,Aisle
P1071,F1349,Delta,DFW,ATL,16/10/2023 19:15,181,On-time,1558,243.07,71,Female,Medium,Emergency,Economy,2,Silver,Airport Kiosk,3.2,8,4,0,0,Window
P1072,F886,Southwest,ATL,ATL,23/05/2023 22:59,204,On-time,1452,343.76,72,Female,Low,Emergency,Economy,2,Silver,Mobile App,8.5,10,92,0,0,Aisle
P1073,F1775,JetBlue,SFO,LAX,10/09/2023 14:43,208,On-time,608,373.53,64,Female,Low,Leisure,Economy,0,Platinum,Mobile App,8.8,3,99,0,0,Aisle
P1074,F1959,American Airlines,SEA,SFO,03/09/2023 2:36,158,Delayed,1242,562.25,25,Male,Low,Business,Economy,1,Platinum,Online,6.3,1,55,0,1,Middle
P1075,F175,Delta,SEA,DEN,18/07/2024 10:44,104,On-time,1220,321.04,38,Male,Medium,Leisure,Economy,0,Silver,Desk,7.8,6,13,0,0,Aisle
P1076,F5,JetBlue,SEA,DEN,19/07/2023 3:06,234,On-time,1529,308.34,25,Female,Low,Family,Premium Economy,0,Gold,Online,5.4,3,53,0,0,Middle
P1077,F607,JetBlue,ORD,LAX,26/10/2023 9:03,175,On-time,1184,359.89,62,Female,Medium,Emergency,Economy,0,Silver,Mobile App,6,54,45,0,0,Middle
P1078,F704,JetBlue,DEN,ATL,03/09/2023 6:49,201,On-time,1275,243.12,72,Male,Low,Leisure,Premium Economy,1,None,Online,7,10,90,0,0,Middle
P1079,F1574,Delta,ORD,DEN,13/07/2023 6:59,66,On-time,1066,466.67,74,Male,Medium,Business,Economy,1,Silver,Airport Kiosk,8.1,4,43,0,0,Aisle
P1080,F864,Southwest,SEA,SFO,30/08/2024 20:40,204,On-time,1085,487.25,27,Female,Low,Leisure,Premium Economy,2,None,Online,7.6,4,93,0,0,Window
P1081,F385,JetBlue,ATL,SEA,11/04/2024 9:25,84,On-time,938,389.87,47,Male,High,Leisure,Economy,0,Platinum,Mobile App,5.9,3,30,0,0,Aisle
P1082,F851,Delta,SFO,JFK,15/02/2025 14:31,130,Cancelled,1150,332.21,44,Male,Medium,Emergency,Business,0,Silver,Desk,8,15,118,0,0,Window
P1083,F1817,Delta,ORD,SFO,30/09/2023 15:45,203,On-time,1414,334.1,20,Female,Low,Leisure,First,1,None,Desk,8.3,6,70,0,0,Aisle
P1084,F615,Southwest,JFK,ORD,17/03/2025 4:44,107,On-time,600,534.76,50,Female,Medium,Business,Premium Economy,2,None,Mobile App,5.5,8,52,0,0,Middle
P1085,F1574,United,JFK,DEN,03/07/2024 22:10,182,On-time,1601,385.9,35,Male,Low,Emergency,Economy,0,Silver,Mobile App,3.2,3,33,0,0,Middle
P1086,F956,United,LAX,JFK,22/04/2025 8:49,197,On-time,920,248.08,39,Female,Medium,Family,Economy,2,None,Mobile App,5.6,3,116,0,0,Window
P1087,F1842,Southwest,SEA,SFO,01/10/2024 10:16,193,Delayed,1010,663.44,35,Female,Medium,Family,Business,0,Gold,Desk,7.2,21,36,0,0,Middle
P1088,F1298,JetBlue,SFO,SEA,20/04/2024 22:56,149,On-time,1503,419.15,35,Female,Low,Family,Economy,0,Gold,Mobile App,10,3,66,0,1,Aisle
P1089,F1216,American Airlines,DEN,ATL,03/02/2024 20:02,84,On-time,1107,323.06,48,Female,Low,Family,Premium Economy,1,Silver,Desk,7.5,12,93,0,0,Window
P1090,F560,JetBlue,JFK,SFO,10/02/2024 16:21,112,Delayed,881,349.78,21,Female,Low,Emergency,Economy,1,Silver,Desk,8.8,7,7,1,1,Middle
P1091,F569,Delta,DFW,ORD,26/03/2024 21:45,186,Delayed,953,384.31,64,Female,Medium,Family,Economy,1,Gold,Desk,7.8,6,47,0,0,Window
P1092,F121,United,ORD,LAX,15/07/2023 6:52,38,On-time,1299,433.92,56,Female,Low,Emergency,Economy,1,None,Desk,7.5,3,104,0,0,Window
P1093,F610,Southwest,SEA,ORD,23/05/2024 6:22,121,On-time,1299,267.32,20,Male,High,Emergency,Economy,1,None,Airport Kiosk,7.5,3,17,0,0,Aisle
P1094,F391,JetBlue,ORD,DFW,09/11/2024 14:23,192,Cancelled,1352,410.71,38,Female,Medium,Leisure,Economy,0,None,Desk,7.6,1,68,0,0,Middle
P1095,F890,American Airlines,ATL,JFK,20/07/2023 17:43,226,On-time,1229,284.28,53,Male,High,Emergency,Economy,2,Gold,Desk,6.6,3,48,0,0,Aisle
P1096,F1619,United,DEN,DFW,11/12/2024 6:53,143,On-time,1181,272.8,46,Female,Low,Business,Economy,4,Silver,Airport Kiosk,9.4,19,116,0,0,Middle
P1097,F900,United,DEN,JFK,30/12/2023 2:39,239,On-time,1552,323,35,Male,Low,Leisure,Economy,3,None,Mobile App,7.5,4,91,0,0,Aisle
P1098,F1276,Southwest,LAX,SEA,18/08/2023 23:06,214,Cancelled,1572,392.55,65,Female,Medium,Leisure,Business,0,None,Mobile App,6.9,20,76,0,1,Window
P1099,F1039,American Airlines,LAX,LAX,12/04/2025 10:23,348,On-time,1168,262.45,39,Female,High,Business,Premium Economy,0,None,Desk,6.9,2,78,0,0,Aisle
P1100,F1122,Southwest,LAX,JFK,10/05/2024 17:31,117,On-time,1252,248.01,32,Female,Medium,Emergency,Economy,2,Silver,Desk,7.8,11,108,0,0,Middle
P1101,F589,Southwest,ATL,LAX,19/08/2023 8:02,130,On-time,1216,425.09,48,Male,High,Leisure,Premium Economy,0,None,Airport Kiosk,6,16,43,0,0,Middle
P1102,F1099,Delta,ORD,SEA,11/11/2024 19:35,114,Cancelled,1199,467.13,33,Female,Medium,Emergency,Premium Economy,1,None,Airport Kiosk,9.4,4,17,0,0,Middle
P1103,F1588,Delta,SFO,ATL,23/02/2025 19:11,250,On-time,1573,369.1,58,Male,Low,Business,Economy,2,Gold,Mobile App,8,3,80,0,1,Aisle
P1104,F1552,American Airlines,DFW,ATL,04/11/2024 18:06,284,Delayed,1235,403.28,55,Male,Low,Business,Economy,1,Silver,Desk,6,6,30,0,0,Aisle
P1105,F832,Delta,SFO,ORD,01/01/2024 15:04,155,On-time,1368,130.83,38,Female,High,Business,Business,0,None,Mobile App,5.9,15,103,0,0,Aisle
P1106,F1010,American Airlines,DEN,DFW,30/10/2024 7:09,259,On-time,1443,274.6,52,Female,Low,Leisure,Premium Economy,3,Silver,Online,6.4,12,77,0,0,Window
P1107,F1145,Delta,LAX,SFO,26/03/2025 9:36,165,On-time,1647,393.07,65,Male,Low,Emergency,Economy,4,None,Online,6.9,25,50,0,0,Aisle
P1108,F724,United,JFK,SEA,14/07/2024 11:20,229,On-time,1068,437.76,28,Female,Low,Family,Economy,0,None,Airport Kiosk,7.1,13,6,0,0,Middle
P1109,F1953,Southwest,SFO,DEN,16/02/2024 6:52,291,On-time,1276,420.09,52,Male,Medium,Family,Business,0,Platinum,Airport Kiosk,8.1,9,74,0,0,Window
P1110,F836,JetBlue,SEA,ATL,05/02/2025 1:53,274,On-time,982,323.55,65,Female,Medium,Business,Economy,2,None,Desk,7.1,29,74,0,0,Middle
P1111,F1542,American Airlines,ORD,SEA,08/10/2023 18:03,56,On-time,870,432.21,78,Male,High,Leisure,Economy,0,None,Online,4.4,22,78,0,0,Middle
P1112,F645,United,LAX,DFW,14/07/2023 9:29,193,On-time,832,383.96,78,Female,Medium,Business,Economy,1,None,Airport Kiosk,8,8,30,0,1,Aisle
P1113,F1222,Southwest,DFW,SEA,19/09/2024 11:41,145,Delayed,1505,407.41,37,Male,High,Business,Business,0,None,Online,6.2,14,83,0,0,Window
P1114,F1852,United,LAX,DFW,31/10/2023 21:20,335,On-time,952,271.66,56,Male,Low,Business,Premium Economy,1,Gold,Airport Kiosk,6.9,54,60,0,0,Window
P1115,F1728,JetBlue,ATL,LAX,21/09/2024 10:22,182,On-time,1497,217.02,50,Male,Medium,Leisure,Premium Economy,2,Silver,Mobile App,6.2,4,14,0,0,Aisle
P1116,F1595,Delta,DEN,DFW,16/04/2025 6:07,218,On-time,1392,464.9,65,Female,Medium,Leisure,Premium Economy,0,Platinum,Online,7.3,43,47,0,0,Window
P1117,F1737,Delta,SFO,SFO,16/12/2023 2:35,162,Delayed,1146,331.91,28,Male,Low,Business,Premium Economy,2,Platinum,Desk,6.5,36,1,0,0,Middle
P1118,F1569,JetBlue,SEA,SFO,31/01/2024 14:11,217,Delayed,1418,387.59,55,Female,Low,Leisure,First,1,None,Mobile App,5.1,12,50,0,1,Aisle
P1119,F1594,Delta,JFK,ORD,03/05/2023 14:51,191,On-time,1042,259.91,46,Female,High,Leisure,Economy,2,Silver,Mobile App,9,6,46,1,0,Window
P1120,F500,Southwest,ATL,JFK,18/04/2025 16:54,134,On-time,916,277.88,63,Female,Medium,Emergency,Premium Economy,2,None,Desk,5.3,17,39,0,0,Aisle
P1121,F1649,United,ORD,SEA,23/02/2024 15:29,233,On-time,1109,416.63,75,Female,Medium,Business,Economy,0,None,Desk,7.5,2,0,0,1,Aisle
P1122,F1090,JetBlue,DEN,LAX,16/04/2025 11:14,86,On-time,1035,246.31,57,Female,Medium,Family,Economy,3,None,Desk,5.9,11,66,0,0,Aisle
P1123,F920,American Airlines,ORD,ORD,09/07/2023 23:55,204,Delayed,1235,265.91,42,Female,Medium,Business,Premium Economy,2,Gold,Desk,6.6,1,111,0,0,Window
P1124,F526,Delta,DEN,LAX,13/11/2023 0:51,150,On-time,1171,132.64,43,Male,Low,Family,Economy,1,Platinum,Online,6,19,56,0,0,Middle
P1125,F1557,American Airlines,DFW,ORD,16/06/2024 13:38,130,On-time,1217,382.08,72,Female,Low,Business,Economy,1,Gold,Mobile App,6.1,42,74,0,0,Aisle
P1126,F1519,United,LAX,SFO,19/09/2023 4:34,164,On-time,1538,230.82,57,Male,Low,Leisure,Economy,3,Platinum,Airport Kiosk,7.2,10,28,0,0,Aisle
P1127,F1358,Southwest,SFO,ORD,09/03/2024 0:00,133,On-time,858,494.76,18,Male,High,Leisure,Premium Economy,1,None,Desk,8.7,25,75,0,0,Middle
P1128,F631,United,SFO,LAX,21/06/2024 1:12,181,On-time,1478,314.98,42,Male,Medium,Business,Premium Economy,2,None,Online,7.8,18,2,0,0,Middle
P1129,F959,Southwest,JFK,DEN,27/03/2024 18:59,157,On-time,900,150.83,52,Male,Medium,Business,Premium Economy,0,None,Desk,9.2,5,30,0,0,Aisle
P1130,F1466,American Airlines,DEN,JFK,22/05/2024 12:57,119,On-time,1291,346.91,46,Female,Medium,Business,Economy,1,Gold,Desk,5.8,16,49,0,0,Window
P1131,F1552,JetBlue,ATL,DEN,12/06/2024 1:48,214,On-time,706,333.71,49,Female,Medium,Family,Business,1,None,Online,8.5,12,101,0,0,Middle
P1132,F1309,JetBlue,ATL,ATL,01/10/2024 15:14,92,Cancelled,925,383.02,19,Male,High,Business,Premium Economy,1,None,Online,8.8,13,113,0,0,Window
P1133,F1130,Delta,ORD,LAX,23/05/2023 17:29,100,On-time,1388,377.61,31,Male,High,Leisure,Premium Economy,0,Gold,Desk,4.9,3,111,0,0,Window
P1134,F276,United,ATL,JFK,20/05/2023 3:49,265,On-time,1457,406.27,34,Female,Low,Business,Premium Economy,1,Silver,Airport Kiosk,8.5,5,22,0,0,Aisle
P1135,F497,Southwest,DFW,DEN,01/01/2024 14:55,142,On-time,1160,457.76,66,Female,Medium,Business,Business,2,None,Desk,5.8,1,71,0,0,Middle
P1136,F1868,United,SFO,DFW,28/06/2023 7:49,295,On-time,1628,298.88,21,Male,Medium,Business,Economy,1,None,Mobile App,5,3,84,0,1,Middle
P1137,F1365,United,SEA,SFO,13/05/2023 18:00,215,On-time,869,480.42,31,Female,Low,Business,Economy,1,Gold,Online,6.5,10,79,0,0,Window
P1138,F940,Southwest,DEN,SEA,30/06/2024 21:16,72,On-time,1379,222.97,59,Female,High,Family,Economy,0,Gold,Airport Kiosk,6.3,0,4,0,0,Aisle
P1139,F244,Delta,SEA,LAX,03/01/2024 0:03,130,On-time,932,421.04,50,Female,Medium,Emergency,Premium Economy,0,Silver,Mobile App,6.6,4,70,0,0,Middle
P1140,F541,United,ORD,DFW,01/02/2025 1:52,118,Delayed,1646,280.88,73,Female,Low,Family,Economy,0,None,Mobile App,4.4,2,38,0,0,Window
P1141,F249,American Airlines,DEN,DFW,19/11/2023 4:59,166,On-time,2069,329.79,40,Male,Low,Business,Business,0,None,Mobile App,4.3,1,52,0,1,Window
P1142,F83,Delta,ATL,ORD,16/04/2024 0:26,137,On-time,1218,265.05,60,Male,High,Business,Economy,0,Silver,Desk,7,2,90,0,1,Middle
P1143,F1959,Southwest,JFK,DEN,10/04/2024 17:12,136,On-time,1157,359.02,26,Female,Medium,Family,Economy,0,None,Mobile App,6.3,6,36,0,0,Window
P1144,F1150,Southwest,SEA,LAX,25/03/2025 7:53,54,On-time,1427,325.11,51,Male,Low,Business,Economy,1,Silver,Airport Kiosk,6.7,5,83,0,0,Window
P1145,F1199,Southwest,ATL,SFO,13/07/2024 3:32,136,Delayed,1352,387.23,28,Female,High,Emergency,Economy,0,None,Online,4.5,1,13,0,0,Window
P1146,F875,JetBlue,JFK,ORD,21/02/2024 5:24,194,On-time,1471,348.79,27,Female,Low,Business,Economy,0,Silver,Airport Kiosk,6.3,35,1,0,0,Middle
P1147,F1575,JetBlue,DEN,DEN,18/09/2023 20:24,119,On-time,1531,371.79,78,Female,Low,Family,Economy,0,Gold,Desk,6.5,4,37,0,1,Window
P1148,F208,JetBlue,SFO,ATL,11/10/2024 10:09,146,On-time,1199,345.65,28,Female,Medium,Business,Economy,0,Platinum,Mobile App,6.4,4,109,0,0,Window
P1149,F336,JetBlue,DFW,SFO,25/09/2024 15:56,88,On-time,943,316.18,29,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,8.4,3,50,0,0,Window
P1150,F166,United,DFW,SFO,04/02/2025 10:54,357,Cancelled,1291,233.42,65,Male,Medium,Emergency,Premium Economy,0,Gold,Airport Kiosk,8.3,0,77,0,0,Window
P1151,F1306,Delta,DFW,ORD,04/06/2024 17:12,137,On-time,1404,469.88,32,Male,Low,Leisure,Premium Economy,0,None,Mobile App,8.1,11,103,0,0,Aisle
P1152,F1970,Southwest,SEA,DFW,18/07/2023 21:38,339,On-time,1715,357.17,69,Female,Low,Emergency,Business,0,None,Airport Kiosk,8.6,2,5,0,0,Middle
P1153,F407,JetBlue,DFW,SEA,06/05/2024 0:36,368,On-time,1112,412.13,63,Male,Low,Business,Economy,1,None,Online,5.2,7,106,0,0,Aisle
P1154,F1477,Delta,ATL,ORD,18/05/2023 3:59,146,Delayed,1522,278.14,53,Male,Low,Family,Economy,2,Silver,Desk,9.1,3,14,0,0,Middle
P1155,F794,JetBlue,ATL,SEA,09/11/2024 23:20,212,On-time,1066,354.44,56,Female,Low,Business,Premium Economy,1,Platinum,Airport Kiosk,7.3,6,79,0,0,Window
P1156,F731,American Airlines,SEA,JFK,06/10/2023 6:09,304,On-time,1532,259.65,57,Male,High,Business,Business,1,Platinum,Online,6.2,4,47,0,1,Aisle
P1157,F1006,American Airlines,ORD,JFK,05/10/2023 19:10,268,Cancelled,1534,287.2,19,Male,Medium,Leisure,Economy,1,None,Online,7.4,16,109,0,0,Aisle
P1158,F775,JetBlue,ATL,LAX,14/03/2024 18:51,213,On-time,1258,301.84,68,Male,High,Family,Economy,0,Gold,Airport Kiosk,7.8,4,63,0,0,Aisle
P1159,F211,United,LAX,DFW,21/10/2024 0:15,172,On-time,1611,457.56,77,Female,Medium,Family,Economy,1,Gold,Online,7.2,4,91,0,0,Middle
P1160,F1648,Delta,DEN,SEA,14/08/2023 21:40,128,Delayed,593,352.75,67,Male,Medium,Leisure,Premium Economy,1,None,Online,8.2,7,46,0,1,Middle
P1161,F328,United,ATL,SEA,11/03/2024 13:24,217,On-time,1286,336.76,68,Male,High,Family,Economy,2,None,Online,5.4,2,73,0,0,Middle
P1162,F290,American Airlines,SFO,DFW,26/01/2024 9:10,169,On-time,1191,303.35,29,Female,Medium,Emergency,Economy,1,None,Mobile App,5.9,0,84,0,0,Aisle
P1163,F128,Delta,JFK,JFK,23/08/2024 21:56,241,On-time,1063,353.38,22,Male,Medium,Leisure,Economy,2,None,Airport Kiosk,6.9,1,72,0,0,Window
P1164,F1371,United,LAX,DFW,23/02/2024 18:14,112,On-time,1325,323.69,43,Female,Medium,Emergency,Business,0,Silver,Desk,9.5,1,42,0,0,Window
P1165,F1833,Southwest,ORD,SEA,22/11/2023 6:49,213,On-time,1108,306.95,44,Male,Medium,Emergency,Economy,1,Silver,Mobile App,5.1,1,13,0,0,Window
P1166,F673,American Airlines,ORD,SEA,20/05/2023 18:22,220,On-time,1748,265.68,62,Male,Low,Family,Economy,3,Silver,Online,3.5,3,82,0,0,Window
P1167,F1863,American Airlines,SFO,DEN,27/03/2024 5:12,201,Cancelled,868,368.99,22,Female,Medium,Business,Economy,3,Gold,Online,8.7,5,87,0,1,Middle
P1168,F1433,Southwest,SEA,JFK,10/05/2023 6:38,138,Delayed,1434,230.95,19,Male,Medium,Leisure,Premium Economy,1,None,Desk,4.3,9,17,0,0,Aisle
P1169,F1871,American Airlines,SEA,DEN,23/07/2024 14:42,169,On-time,575,279.48,70,Female,Medium,Leisure,Economy,2,None,Desk,7.4,3,31,0,0,Aisle
P1170,F655,United,SFO,SEA,22/06/2024 4:30,171,On-time,1516,314.7,67,Female,High,Family,Economy,3,Platinum,Mobile App,8.3,1,57,1,0,Window
P1171,F801,Southwest,SFO,ORD,24/08/2023 22:46,198,Delayed,666,226.84,27,Female,Medium,Leisure,Economy,1,None,Airport Kiosk,4.2,8,52,0,0,Window
P1172,F1741,Southwest,ORD,DFW,15/03/2025 23:13,154,On-time,1292,381.24,43,Female,Medium,Emergency,Economy,1,None,Online,6.6,13,32,0,0,Aisle
P1173,F1127,American Airlines,LAX,JFK,20/04/2024 22:51,77,On-time,1121,262.47,44,Female,Low,Family,Economy,3,Platinum,Airport Kiosk,5,7,49,0,0,Aisle
P1174,F1936,Delta,ATL,DEN,23/11/2024 21:26,223,On-time,1592,224.61,66,Male,Low,Family,Economy,3,Silver,Mobile App,6.1,20,49,0,0,Aisle
P1175,F1384,Southwest,DEN,ORD,18/09/2024 9:35,181,On-time,1162,196.42,36,Female,High,Business,First,0,Gold,Desk,6.3,26,17,0,0,Aisle
P1176,F633,Delta,LAX,ORD,17/02/2024 3:45,203,On-time,1630,262.3,79,Female,Medium,Family,First,0,Silver,Mobile App,6.2,15,100,0,0,Window
P1177,F755,Southwest,JFK,SFO,26/11/2024 1:54,127,On-time,1583,448.53,52,Female,Low,Family,Premium Economy,0,Silver,Mobile App,6.3,2,101,0,0,Aisle
P1178,F1894,Southwest,SFO,SEA,31/12/2024 5:36,179,On-time,1083,270.71,26,Male,Medium,Family,Premium Economy,1,Gold,Mobile App,7.8,2,2,0,0,Middle
P1179,F950,United,SEA,DEN,12/01/2024 10:49,122,On-time,1322,330.55,75,Male,Low,Business,Premium Economy,0,Gold,Airport Kiosk,5.3,5,109,0,1,Middle
P1180,F1048,Delta,SFO,LAX,25/11/2024 6:40,228,Delayed,1423,467.51,79,Male,Medium,Leisure,Economy,1,None,Mobile App,5.4,0,58,0,0,Window
P1181,F171,Delta,JFK,JFK,27/06/2024 12:05,107,On-time,930,301.97,69,Female,Medium,Leisure,Business,0,None,Airport Kiosk,4.5,9,24,0,0,Aisle
P1182,F1043,American Airlines,ORD,ORD,08/01/2025 11:13,113,On-time,1243,243.35,67,Female,High,Leisure,Economy,0,None,Airport Kiosk,8.4,40,76,0,0,Aisle
P1183,F1540,JetBlue,ATL,LAX,28/06/2024 13:20,142,On-time,1965,425.23,69,Male,Medium,Business,Premium Economy,2,Silver,Airport Kiosk,5.5,5,66,0,0,Window
P1184,F1350,American Airlines,DFW,DFW,12/02/2024 21:24,176,On-time,1641,227.94,22,Male,Low,Emergency,Economy,0,Gold,Online,6.8,2,45,0,0,Aisle
P1185,F1777,Delta,SFO,ATL,04/03/2024 6:41,242,On-time,789,421.47,22,Male,High,Business,Economy,0,None,Desk,7.2,17,81,0,0,Middle
P1186,F1702,Southwest,LAX,LAX,25/03/2024 2:36,199,On-time,1416,363.9,50,Male,Low,Emergency,Premium Economy,0,None,Desk,5.2,20,94,0,0,Window
P1187,F1170,Delta,DEN,DEN,09/01/2024 5:50,151,Delayed,1182,428.61,32,Female,Medium,Business,Business,2,None,Mobile App,6.3,19,57,0,0,Aisle
P1188,F774,Southwest,SFO,LAX,07/11/2024 10:08,197,On-time,1926,217.54,26,Male,Low,Leisure,Economy,0,Silver,Airport Kiosk,8.4,48,66,0,0,Window
P1189,F597,Delta,DEN,DEN,10/11/2024 16:22,162,On-time,1551,308.81,52,Female,Low,Family,Premium Economy,0,None,Desk,8.3,0,80,0,0,Window
P1190,F647,United,SEA,DFW,02/06/2023 1:43,225,On-time,1332,360.25,47,Male,High,Leisure,Economy,1,Platinum,Desk,9,4,73,0,1,Aisle
P1191,F415,Southwest,SFO,SEA,20/09/2023 17:29,190,On-time,695,146.08,70,Male,High,Family,Premium Economy,0,None,Mobile App,5.9,2,109,0,0,Aisle
P1192,F1814,American Airlines,JFK,ORD,11/04/2024 9:53,175,On-time,1154,425.78,70,Female,Low,Family,Economy,2,Silver,Desk,5.9,13,27,0,0,Aisle
P1193,F1665,JetBlue,SFO,DEN,25/09/2023 5:11,131,Delayed,1097,357.44,78,Male,Low,Leisure,Economy,0,None,Mobile App,8.3,4,92,0,0,Aisle
P1194,F1791,United,JFK,ATL,27/08/2024 22:42,119,On-time,769,364.99,25,Female,Medium,Leisure,Economy,0,Silver,Desk,4.4,4,34,0,1,Window
P1195,F1890,United,DEN,SEA,30/04/2024 12:50,201,On-time,1016,401.72,53,Male,Low,Business,Economy,0,None,Airport Kiosk,9.2,14,51,0,0,Window
P1196,F864,Southwest,LAX,ATL,22/02/2024 6:43,257,On-time,744,498.95,49,Female,Low,Business,Economy,3,None,Online,9.1,4,112,0,0,Aisle
P1197,F1170,Southwest,DEN,ATL,13/04/2025 8:41,231,On-time,1125,302.57,22,Male,High,Leisure,Economy,0,Gold,Online,7.2,5,54,0,0,Aisle
P1198,F676,Delta,ATL,LAX,18/07/2023 23:20,131,Cancelled,946,443.74,18,Female,Low,Emergency,Economy,1,None,Desk,6.2,1,72,0,0,Window
P1199,F1054,Delta,SEA,DEN,01/11/2023 17:44,188,On-time,1276,396.6,38,Male,Low,Business,Economy,1,Gold,Desk,6.3,4,4,0,0,Aisle
P1200,F1249,Southwest,ORD,DEN,12/06/2023 22:19,218,On-time,939,385.19,39,Female,Low,Family,Premium Economy,1,Platinum,Mobile App,7,9,33,0,0,Middle
P1201,F954,Delta,ATL,ORD,11/10/2024 7:06,246,On-time,1769,296.96,18,Male,Low,Leisure,Economy,0,Silver,Desk,10,4,84,0,1,Window
P1202,F1364,American Airlines,LAX,SFO,27/01/2025 19:17,175,On-time,1057,163.07,50,Male,Medium,Emergency,Business,0,None,Desk,7.1,27,48,0,0,Middle
P1203,F828,American Airlines,JFK,DFW,30/03/2024 9:04,89,Cancelled,1164,232.11,58,Female,Medium,Business,Premium Economy,0,Platinum,Online,7.3,11,40,0,1,Middle
P1204,F1229,JetBlue,SEA,SEA,30/09/2024 11:24,278,Delayed,985,376.61,30,Male,Medium,Leisure,Premium Economy,1,Platinum,Airport Kiosk,5.3,38,48,0,0,Window
P1205,F1717,Delta,DFW,DFW,09/06/2024 8:34,213,On-time,1294,360.52,54,Female,High,Business,Economy,0,None,Desk,8.5,8,38,0,0,Window
P1206,F1444,Delta,SEA,ATL,11/01/2024 9:30,205,On-time,1240,373.72,31,Male,Medium,Family,Economy,2,Silver,Online,6.1,6,78,0,0,Middle
P1207,F1844,JetBlue,ATL,ATL,09/07/2023 13:15,123,On-time,1271,427.66,18,Female,Medium,Business,Economy,1,Platinum,Airport Kiosk,7,12,27,0,0,Window
P1208,F1665,Delta,SFO,JFK,08/02/2025 11:19,123,On-time,1547,376.79,34,Female,Medium,Emergency,Economy,0,Silver,Airport Kiosk,7.7,2,40,0,0,Window
P1209,F1876,Delta,SEA,ATL,15/08/2023 9:06,202,On-time,1043,419.13,41,Female,Medium,Family,Business,2,None,Airport Kiosk,5.4,0,90,0,0,Aisle
P1210,F871,American Airlines,DFW,DEN,17/09/2024 1:23,78,On-time,1156,422.7,39,Female,Low,Emergency,Economy,2,None,Online,8.2,18,69,0,1,Aisle
P1211,F1043,American Airlines,DEN,SEA,09/09/2024 3:19,224,On-time,1052,327.65,22,Male,Medium,Emergency,Premium Economy,2,Silver,Airport Kiosk,7.6,19,53,0,0,Window
