Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P2605,F224,238.35,Emergency,Business,1,Mobile App,Aisle,101,0
P2606,F503,349.39,Emergency,Economy,2,Online,Window,119,0
P2607,F1059,255.16,Emergency,Economy,1,Online,Aisle,29,0
P2608,F1172,255.81,Emergency,Economy,3,Mobile App,Middle,97,0
P2609,F406,396.03,Emergency,Premium Economy,0,Online,Middle,94,0
P2610,F423,301.31,Emergency,Economy,0,Online,Window,52,0
P2611,F1475,310.37,Business,Business,0,Airport Kiosk,Middle,101,0
P2612,F1550,263.06,Leisure,Business,0,Desk,Aisle,75,0
P2613,F1586,328.29,Family,Premium Economy,1,Online,Aisle,3,0
P2614,F1572,423.17,Family,Economy,1,Mobile App,Aisle,90,0
P2615,F38,417.07,Leisure,Business,1,Online,Window,102,0
P2616,F1561,455.4,Business,Business,1,Desk,Aisle,38,0
P2617,F51,444.7,Emergency,Premium Economy,1,Online,Window,116,0
P2618,F545,528.38,Leisure,Business,1,Airport Kiosk,Window,112,0
P2619,F991,370.98,Business,Economy,1,Airport Kiosk,Aisle,20,1
P2620,F540,398.94,Emergency,Premium Economy,0,Airport Kiosk,Aisle,101,0
P2621,F419,419.22,Business,Economy,2,Airport Kiosk,Middle,38,0
P2622,F425,412.6,Business,Economy,1,Desk,Middle,76,0
P2623,F1263,334.03,Emergency,Economy,4,Online,Middle,88,0
P2624,F54,238.2,Business,Economy,1,Desk,Aisle,31,0
P2625,F1993,226.34,Family,Business,0,Mobile App,Window,55,0
P2626,F899,561.37,Leisure,Business,1,Airport Kiosk,Window,6,0
P2627,F1424,220.75,Business,Business,3,Desk,Window,102,0
P2628,F955,352.14,Business,First,2,Desk,Middle,7,0
P2629,F1129,207.25,Emergency,First,1,Airport Kiosk,Window,37,0
P2630,F508,284.78,Leisure,Premium Economy,1,Airport Kiosk,Middle,53,0
P2631,F381,359.91,Leisure,Economy,2,Desk,Middle,70,0
P2632,F567,434.7,Business,Premium Economy,1,Online,Aisle,44,0
P2633,F1372,315.64,Business,Business,0,Mobile App,Window,104,0
P2634,F218,322.08,Emergency,Economy,1,Online,Window,2,0
P2635,F979,336.6,Emergency,Economy,0,Desk,Aisle,107,0
P2636,F1500,235.68,Leisure,Economy,0,Mobile App,Window,43,0
P2637,F221,305.87,Business,Business,1,Online,Window,85,0
P2638,F469,261.34,Family,Economy,0,Mobile App,Aisle,25,0
P2639,F692,510.62,Leisure,Economy,0,Airport Kiosk,Aisle,95,0
P2640,F570,311.72,Emergency,Business,0,Online,Middle,99,0
P2641,F828,335.96,Business,Economy,1,Desk,Middle,119,0
P2642,F1526,400.65,Family,Premium Economy,1,Desk,Middle,22,0
P2643,F1280,290.66,Business,Business,0,Online,Aisle,0,0
P2644,F629,243.09,Business,Economy,1,Online,Aisle,117,0
P2645,F18,317.39,Emergency,First,2,Airport Kiosk,Middle,47,0
P2646,F1283,356.12,Business,First,0,Desk,Aisle,71,0
P2647,F785,470.46,Family,Business,0,Mobile App,Middle,72,0
P2648,F1013,274.93,Leisure,Business,2,Online,Middle,40,0
P2649,F571,367.0,Leisure,Business,0,Mobile App,Middle,45,0
P2650,F920,263.03,Emergency,Business,1,Desk,Window,5,0
P2651,F535,366.04,Business,Economy,1,Online,Middle,18,0
P2652,F1035,382.26,Emergency,Premium Economy,1,Online,Aisle,67,0
P2653,F1624,346.53,Leisure,Economy,1,Airport Kiosk,Window,116,0
P2654,F71,538.61,Leisure,Business,1,Desk,Window,32,0
P2655,F1043,537.21,Emergency,Business,0,Mobile App,Aisle,63,0
P2656,F1698,367.58,Emergency,Economy,2,Airport Kiosk,Aisle,78,0
P2657,F818,341.76,Leisure,Business,1,Desk,Aisle,88,0
P2658,F525,231.73,Leisure,Economy,0,Airport Kiosk,Aisle,22,0
P2659,F25,427.27,Emergency,Premium Economy,0,Desk,Middle,42,0
P2660,F123,421.92,Business,Economy,2,Online,Aisle,74,0
P2661,F978,486.52,Family,Economy,1,Desk,Middle,58,0
P2662,F1131,442.18,Leisure,Business,2,Mobile App,Window,57,0
P2663,F1585,308.14,Family,Premium Economy,0,Airport Kiosk,Middle,41,0
P2664,F1280,296.05,Emergency,Economy,0,Mobile App,Middle,40,0
P2665,F1284,332.79,Emergency,Business,1,Online,Middle,69,0
P2666,F606,316.66,Emergency,Economy,0,Airport Kiosk,Middle,77,0
P2667,F1604,347.51,Business,Economy,1,Online,Middle,49,0
P2668,F59,212.89,Business,Economy,0,Online,Window,17,0
P2669,F923,451.03,Leisure,Premium Economy,1,Online,Window,20,0
P2670,F1562,309.66,Business,Economy,1,Desk,Window,94,0
P2671,F1075,401.63,Emergency,First,1,Mobile App,Window,114,0
P2672,F1629,393.51,Family,Business,0,Online,Aisle,11,0
P2673,F1044,351.3,Leisure,Business,1,Mobile App,Window,32,0
P2674,F976,488.56,Emergency,Economy,1,Desk,Aisle,51,0
P2675,F1280,410.86,Leisure,Economy,0,Mobile App,Aisle,60,1
P2676,F304,438.75,Family,Economy,1,Airport Kiosk,Aisle,104,0
P2677,F696,219.42,Family,Business,3,Mobile App,Aisle,86,0
P2678,F922,266.35,Family,Economy,2,Airport Kiosk,Window,4,0
P2679,F86,499.38,Emergency,Economy,0,Airport Kiosk,Aisle,87,0
P2680,F91,313.58,Leisure,Business,1,Airport Kiosk,Aisle,87,0
P2681,F561,513.89,Leisure,Premium Economy,0,Mobile App,Aisle,113,0
P2682,F1525,324.4,Leisure,Business,2,Mobile App,Aisle,39,0
P2683,F1869,191.36,Family,Economy,1,Online,Middle,13,0
P2684,F267,548.09,Business,Economy,0,Mobile App,Middle,95,0
P2685,F1927,273.69,Emergency,Economy,1,Airport Kiosk,Middle,87,0
P2686,F776,369.87,Emergency,Economy,1,Online,Middle,56,0
P2687,F1392,393.67,Business,Economy,1,Mobile App,Middle,24,0
P2688,F941,417.84,Leisure,Economy,2,Online,Window,40,0
P2689,F1672,408.65,Leisure,Economy,0,Mobile App,Middle,32,0
P2690,F1331,224.33,Business,Business,0,Desk,Aisle,34,0
P2691,F1336,372.73,Emergency,Premium Economy,0,Mobile App,Aisle,67,0
P2692,F976,413.91,Leisure,Business,1,Mobile App,Middle,82,0
P2693,F640,231.87,Business,Economy,4,Desk,Middle,83,0
P2694,F450,229.25,Family,Economy,0,Desk,Aisle,23,0
P2695,F1667,214.1,Family,Premium Economy,1,Online,Middle,45,1
P2696,F762,413.83,Leisure,Economy,1,Mobile App,Window,34,0
P2697,F1417,341.26,Leisure,Economy,0,Online,Aisle,97,0
P2698,F1918,368.98,Leisure,Premium Economy,0,Online,Middle,90,0
P2699,F830,160.07,Business,Business,1,Online,Window,84,0
P2700,F1549,374.29,Family,Business,0,Mobile App,Aisle,35,0
P2701,F1358,311.92,Business,Business,0,Mobile App,Middle,64,0
P2702,F346,192.74,Emergency,Business,1,Online,Window,119,0
P2703,F1051,289.32,Family,Business,2,Desk,Middle,43,0
P2704,F63,184.49,Family,Economy,0,Desk,Middle,115,0
P2705,F1977,365.63,Family,First,0,Mobile App,Aisle,17,0
P2706,F1757,172.17,Family,Economy,0,Desk,Aisle,12,0
P2707,F1057,445.47,Business,Business,2,Online,Window,39,0
P2708,F709,355.43,Family,Premium Economy,0,Online,Window,20,0
P2709,F95,370.39,Emergency,Premium Economy,2,Airport Kiosk,Aisle,114,0
P2710,F971,315.86,Leisure,Economy,0,Online,Window,74,0
P2711,F1312,388.15,Emergency,Economy,2,Online,Middle,7,1
P2712,F86,232.16,Business,Economy,1,Online,Middle,91,0
P2713,F1887,376.35,Family,Economy,0,Mobile App,Aisle,93,0
P2714,F412,483.5,Business,Business,0,Airport Kiosk,Window,25,1
P2715,F513,470.38,Family,Premium Economy,3,Online,Window,14,0
P2716,F759,333.26,Family,Economy,0,Online,Aisle,49,0
P2717,F1893,240.97,Emergency,Economy,2,Airport Kiosk,Middle,12,0
P2718,F756,373.89,Emergency,Economy,0,Mobile App,Middle,3,0
P2719,F130,143.45,Family,Business,0,Online,Middle,8,0
P2720,F118,336.55,Leisure,First,1,Online,Aisle,86,0
P2721,F753,362.31,Emergency,Business,1,Airport Kiosk,Aisle,96,0
P2722,F1791,441.57,Business,Economy,1,Desk,Aisle,23,0
P2723,F1145,373.41,Leisure,Economy,0,Desk,Middle,118,0
P2724,F1251,348.17,Emergency,Economy,0,Online,Aisle,119,0
P2725,F1254,140.16,Business,Economy,3,Desk,Window,40,0
P2726,F851,287.3,Emergency,Economy,1,Desk,Window,26,0
P2727,F1054,422.24,Business,Economy,0,Airport Kiosk,Aisle,72,1
P2728,F1166,361.42,Leisure,Economy,1,Airport Kiosk,Aisle,115,0
P2729,F1330,276.66,Emergency,Business,0,Desk,Aisle,18,0
P2730,F280,319.85,Business,Economy,1,Airport Kiosk,Aisle,119,0
P2731,F485,453.41,Emergency,Economy,0,Online,Window,112,1
P2732,F1555,393.31,Business,Premium Economy,0,Airport Kiosk,Aisle,76,1
P2733,F1460,542.88,Business,First,1,Desk,Window,92,0
P2734,F166,473.79,Emergency,Premium Economy,1,Online,Aisle,47,0
P2735,F1745,429.65,Family,Premium Economy,1,Online,Aisle,9,0
P2736,F262,393.76,Emergency,Economy,2,Airport Kiosk,Window,8,0
P2737,F120,318.34,Leisure,Economy,1,Desk,Window,48,1
P2738,F1622,628.86,Leisure,Business,1,Mobile App,Middle,78,0
P2739,F555,209.82,Business,Economy,0,Desk,Middle,37,0
P2740,F436,351.06,Emergency,Premium Economy,2,Desk,Middle,86,0
P2741,F821,223.25,Leisure,Economy,1,Mobile App,Middle,65,0
P2742,F82,269.04,Leisure,Premium Economy,0,Online,Middle,98,0
P2743,F111,418.72,Emergency,Economy,0,Desk,Middle,66,0
P2744,F1862,382.19,Leisure,Economy,1,Airport Kiosk,Middle,22,0
P2745,F399,277.33,Business,Economy,1,Mobile App,Aisle,92,0
P2746,F810,294.93,Family,Economy,1,Airport Kiosk,Middle,82,1
P2747,F856,388.6,Leisure,Economy,0,Desk,Aisle,85,0
P2748,F946,229.92,Business,Economy,1,Online,Aisle,37,0
P2749,F607,252.79,Business,Premium Economy,1,Online,Window,66,0
P2750,F1075,322.78,Leisure,Economy,0,Desk,Window,50,0
P2751,F551,198.99,Leisure,Economy,2,Airport Kiosk,Aisle,107,0
P2752,F547,460.37,Leisure,Premium Economy,2,Online,Middle,118,0
P2753,F729,438.73,Family,Economy,0,Airport Kiosk,Window,80,0
P2754,F583,369.36,Family,Premium Economy,2,Mobile App,Middle,114,0
P2755,F669,351.02,Business,Business,1,Airport Kiosk,Aisle,96,0
P2756,F1061,273.5,Family,Business,2,Online,Middle,103,0
P2757,F1405,498.14,Business,Economy,1,Mobile App,Aisle,49,0
P2758,F1130,471.11,Family,Economy,1,Desk,Window,18,0
P2759,F1211,498.6,Leisure,Economy,1,Airport Kiosk,Aisle,116,0
P2760,F1916,333.79,Business,Economy,4,Online,Aisle,44,0
P2761,F1216,433.23,Leisure,Economy,0,Airport Kiosk,Aisle,58,0
P2762,F1650,422.24,Leisure,Economy,0,Desk,Middle,108,0
P2763,F1370,252.79,Family,Economy,1,Online,Aisle,88,0
P2764,F1174,527.52,Business,Economy,0,Desk,Aisle,21,0
P2765,F1801,415.92,Business,Economy,1,Mobile App,Aisle,29,0
P2766,F740,368.24,Leisure,Economy,0,Mobile App,Aisle,106,0
P2767,F1413,357.13,Emergency,Economy,3,Online,Aisle,102,0
P2768,F171,409.35,Leisure,Economy,0,Mobile App,Aisle,89,0
P2769,F1633,342.3,Family,Economy,3,Desk,Window,49,0
P2770,F1443,462.76,Emergency,Business,1,Desk,Aisle,73,0
P2771,F596,407.83,Emergency,Economy,2,Mobile App,Aisle,98,0
P2772,F508,403.48,Leisure,Premium Economy,0,Online,Window,3,0
P2773,F1299,380.71,Leisure,Premium Economy,0,Mobile App,Aisle,59,0
P2774,F1367,334.57,Emergency,Economy,1,Online,Aisle,18,0
P2775,F1812,277.04,Business,Economy,0,Online,Middle,10,0
P2776,F1976,315.34,Family,Economy,1,Mobile App,Aisle,67,1
P2777,F755,297.28,Leisure,Premium Economy,2,Mobile App,Middle,86,0
P2778,F950,293.44,Family,Economy,0,Mobile App,Window,92,0
P2779,F924,463.96,Family,Business,0,Desk,Aisle,8,0
P2780,F135,511.94,Business,Business,2,Airport Kiosk,Middle,0,0
P2781,F83,399.1,Family,Economy,0,Desk,Aisle,74,0
P2782,F1915,281.98,Leisure,Economy,1,Mobile App,Window,52,0
P2783,F1271,139.04,Family,Economy,1,Desk,Aisle,11,0
P2784,F1013,142.04,Emergency,Economy,4,Online,Middle,78,1
P2785,F1480,399.33,Business,First,1,Desk,Middle,74,0
P2786,F1529,286.16,Emergency,Business,0,Online,Window,31,0
P2787,F65,373.22,Leisure,Premium Economy,3,Mobile App,Aisle,100,0
P2788,F640,450.96,Leisure,Economy,2,Airport Kiosk,Aisle,83,0
P2789,F1219,445.28,Family,Business,0,Mobile App,Aisle,69,0
P2790,F189,292.64,Business,Economy,0,Desk,Aisle,28,1
P2791,F1349,449.22,Business,Economy,1,Online,Middle,73,0
P2792,F1705,274.48,Leisure,Economy,0,Airport Kiosk,Middle,7,0
P2793,F1971,390.93,Emergency,Business,0,Desk,Window,58,0
P2794,F338,433.63,Business,Economy,0,Airport Kiosk,Aisle,28,0
P2795,F578,488.5,Emergency,Economy,0,Mobile App,Window,82,0
P2796,F1329,156.33,Leisure,Premium Economy,1,Online,Aisle,107,0
P2797,F1107,182.3,Family,Premium Economy,0,Desk,Middle,108,0
P2798,F1211,337.25,Family,Economy,2,Online,Aisle,72,0
P2799,F1797,447.97,Leisure,Economy,1,Online,Middle,38,0
P2800,F1485,431.87,Emergency,Economy,3,Mobile App,Aisle,66,0
P2801,F313,283.55,Family,Economy,2,Desk,Aisle,62,0
P2802,F696,303.16,Emergency,Economy,1,Online,Window,113,0
P2803,F322,480.37,Leisure,Economy,0,Airport Kiosk,Middle,65,0
P2804,F1295,341.95,Leisure,Economy,4,Desk,Window,96,0
P2805,F977,349.17,Leisure,Business,0,Desk,Window,10,0
P2806,F215,366.94,Emergency,Premium Economy,0,Mobile App,Window,93,0
P2807,F1287,393.41,Leisure,Business,1,Online,Aisle,36,0
P2808,F231,474.52,Leisure,Economy,2,Airport Kiosk,Aisle,2,0
P2809,F770,353.25,Leisure,Economy,2,Online,Middle,50,0
P2810,F1504,449.25,Leisure,Economy,0,Airport Kiosk,Window,81,0
P2811,F1701,332.63,Family,First,0,Airport Kiosk,Window,89,0
P2812,F748,441.56,Family,Economy,2,Desk,Middle,28,0
P2813,F336,338.12,Emergency,Economy,3,Desk,Middle,66,0
P2814,F295,412.26,Emergency,Economy,1,Desk,Aisle,0,0
P2815,F669,261.0,Emergency,Economy,2,Mobile App,Aisle,35,0
P2816,F1910,684.6,Family,Business,4,Airport Kiosk,Middle,57,0
P2817,F1923,207.56,Emergency,Premium Economy,1,Desk,Window,31,0
P2818,F1940,212.07,Leisure,Economy,1,Mobile App,Aisle,24,0
P2819,F437,320.87,Business,Economy,2,Desk,Middle,29,0
P2820,F1732,427.39,Family,Economy,2,Desk,Aisle,24,0
P2821,F740,403.79,Leisure,Economy,1,Mobile App,Aisle,9,0
P2822,F82,392.03,Leisure,Economy,2,Desk,Middle,76,0
P2823,F1990,450.06,Leisure,Economy,0,Mobile App,Middle,88,0
P2824,F546,363.29,Emergency,Premium Economy,0,Desk,Window,43,0
P2825,F564,261.45,Family,Economy,2,Online,Window,107,1
P2826,F1512,316.22,Emergency,Economy,0,Airport Kiosk,Aisle,43,0
P2827,F1068,374.31,Family,Economy,1,Desk,Aisle,77,0
P2828,F1575,126.5,Family,Premium Economy,1,Desk,Aisle,96,0
P2829,F1268,320.71,Business,Economy,0,Airport Kiosk,Window,58,0
P2830,F1581,348.97,Emergency,Economy,1,Mobile App,Aisle,98,0
P2831,F1449,433.74,Emergency,Economy,1,Airport Kiosk,Middle,93,0
P2832,F1075,140.95,Family,Economy,1,Online,Aisle,48,0
P2833,F1886,479.8,Family,Premium Economy,3,Mobile App,Middle,111,0
P2834,F1969,410.37,Business,Premium Economy,0,Airport Kiosk,Middle,99,0
P2835,F809,324.99,Business,Premium Economy,1,Mobile App,Window,46,0
P2836,F432,397.45,Family,Economy,0,Desk,Aisle,96,0
P2837,F479,394.96,Family,Business,2,Mobile App,Window,49,0
P2838,F422,232.74,Business,Economy,0,Airport Kiosk,Aisle,102,0
P2839,F1056,485.38,Emergency,Premium Economy,1,Desk,Aisle,78,0
P2840,F1050,332.95,Leisure,Premium Economy,2,Mobile App,Middle,61,0
P2841,F1192,243.85,Emergency,Premium Economy,0,Online,Window,62,0
P2842,F1441,261.22,Emergency,Economy,1,Online,Aisle,78,0
P2843,F25,400.87,Leisure,Business,0,Desk,Window,67,0
P2844,F361,145.37,Business,Economy,0,Online,Window,56,0
P2845,F591,434.4,Emergency,Economy,0,Online,Middle,108,0
P2846,F1016,352.76,Leisure,First,0,Desk,Window,52,0
P2847,F432,193.19,Emergency,Economy,1,Online,Window,89,0
P2848,F998,395.02,Emergency,Economy,1,Airport Kiosk,Aisle,76,0
P2849,F465,386.63,Emergency,Economy,0,Desk,Middle,109,0
P2850,F1027,341.56,Leisure,Economy,1,Online,Window,46,0
P2851,F1923,243.62,Business,Economy,0,Mobile App,Middle,105,0
P2852,F501,459.7,Leisure,Economy,1,Desk,Middle,68,0
P2853,F1539,266.21,Leisure,Premium Economy,1,Desk,Middle,14,0
P2854,F1250,284.66,Business,Economy,2,Online,Middle,21,0
P2855,F171,364.68,Emergency,Economy,1,Mobile App,Window,83,0
P2856,F476,376.33,Emergency,Economy,0,Mobile App,Window,75,0
P2857,F1071,498.87,Family,Economy,0,Mobile App,Aisle,35,0
P2858,F30,310.95,Family,Economy,1,Online,Middle,80,0
P2859,F1937,313.51,Emergency,Economy,0,Airport Kiosk,Window,70,0
P2860,F1815,518.25,Business,Economy,0,Desk,Middle,90,0
P2861,F1515,335.96,Leisure,Business,1,Online,Middle,86,0
P2862,F947,355.86,Leisure,Business,1,Desk,Middle,100,0
P2863,F949,430.49,Leisure,First,1,Airport Kiosk,Window,97,0
P2864,F417,442.19,Emergency,Economy,0,Desk,Aisle,65,0
P2865,F1038,503.37,Business,Economy,1,Airport Kiosk,Middle,57,0
P2866,F857,479.22,Family,First,1,Online,Window,73,0
P2867,F1138,401.9,Emergency,Economy,0,Airport Kiosk,Middle,31,0
P2868,F900,556.36,Family,Economy,3,Desk,Window,76,0
P2869,F1657,315.74,Business,Economy,3,Online,Window,107,0
P2870,F716,410.87,Emergency,Economy,2,Airport Kiosk,Aisle,112,0
P2871,F340,368.55,Leisure,Economy,3,Airport Kiosk,Middle,55,0
P2872,F381,367.1,Emergency,Premium Economy,1,Airport Kiosk,Aisle,7,0
P2873,F639,174.71,Family,Economy,2,Desk,Middle,37,0
P2874,F1387,285.11,Family,Economy,0,Online,Aisle,81,0
P2875,F375,385.18,Family,Premium Economy,0,Online,Aisle,61,0
P2876,F1631,392.48,Leisure,Economy,1,Desk,Window,78,0
P2877,F1019,405.78,Emergency,Economy,1,Airport Kiosk,Middle,11,0
P2878,F1416,351.19,Family,Economy,2,Airport Kiosk,Aisle,70,0
P2879,F1951,223.84,Business,Economy,3,Desk,Aisle,19,0
P2880,F728,390.94,Business,Economy,0,Airport Kiosk,Aisle,93,0
P2881,F900,123.84,Business,Business,0,Online,Aisle,76,0
P2882,F965,412.26,Family,Economy,0,Online,Aisle,4,0
P2883,F1912,274.47,Family,Premium Economy,0,Online,Aisle,82,0
P2884,F947,302.5,Family,Business,2,Airport Kiosk,Middle,100,0
P2885,F910,66.13,Emergency,Business,0,Desk,Middle,85,0
P2886,F241,284.67,Emergency,Economy,0,Mobile App,Middle,65,0
P2887,F265,257.12,Leisure,Economy,0,Online,Aisle,39,0
P2888,F490,456.84,Emergency,Economy,0,Desk,Middle,111,0
P2889,F1187,533.03,Leisure,Economy,0,Mobile App,Aisle,105,1
P2890,F1429,462.98,Family,Economy,2,Desk,Window,29,0
P2891,F1277,421.79,Business,Premium Economy,0,Online,Window,39,0
P2892,F580,225.7,Business,Premium Economy,2,Desk,Aisle,12,0
P2893,F1711,487.99,Business,Business,0,Mobile App,Aisle,84,0
P2894,F1045,334.43,Family,Economy,2,Airport Kiosk,Middle,79,0
P2895,F667,426.36,Emergency,Economy,1,Airport Kiosk,Aisle,44,0
P2896,F1292,412.4,Emergency,Premium Economy,2,Airport Kiosk,Aisle,27,0
P2897,F361,372.45,Emergency,Economy,1,Airport Kiosk,Window,17,0
P2898,F246,213.64,Emergency,Economy,1,Mobile App,Window,90,0
P2899,F604,227.55,Leisure,Economy,2,Mobile App,Middle,92,0
P2900,F1260,499.91,Family,Economy,1,Airport Kiosk,Middle,71,0
P2901,F1823,330.6,Family,Economy,0,Airport Kiosk,Window,59,0
P2902,F491,448.65,Business,Business,1,Airport Kiosk,Middle,20,0
P2903,F1049,260.28,Emergency,Economy,0,Airport Kiosk,Aisle,29,0
P2904,F89,409.61,Business,First,1,Mobile App,Window,5,0
P2905,F74,553.17,Emergency,Economy,0,Online,Window,83,0
P2906,F1366,444.99,Business,Premium Economy,0,Airport Kiosk,Window,46,0
P2907,F1063,308.76,Emergency,Business,1,Online,Middle,88,0
P2908,F312,427.14,Emergency,Economy,1,Desk,Window,108,0
P2909,F852,336.75,Family,Economy,1,Online,Aisle,58,0
P2910,F675,303.78,Emergency,Premium Economy,0,Airport Kiosk,Aisle,14,0
P2911,F1916,457.22,Leisure,Economy,2,Mobile App,Middle,28,1
P2912,F956,377.33,Leisure,Business,0,Desk,Middle,59,0
P2913,F679,322.27,Emergency,Economy,0,Desk,Middle,82,0
P2914,F470,499.35,Business,Business,1,Online,Middle,10,0
P2915,F1215,137.61,Business,Economy,0,Mobile App,Window,69,0
P2916,F757,373.36,Business,Economy,3,Airport Kiosk,Window,31,0
P2917,F372,295.96,Family,Economy,0,Mobile App,Window,21,0
P2918,F468,437.47,Emergency,First,1,Desk,Aisle,69,0
P2919,F775,178.79,Leisure,Economy,0,Airport Kiosk,Aisle,115,0
P2920,F974,356.04,Business,Economy,1,Desk,Middle,26,0
P2921,F671,374.67,Business,Economy,2,Online,Window,49,0
P2922,F2,510.59,Business,Business,0,Desk,Window,87,0
P2923,F1149,405.36,Family,Business,2,Desk,Aisle,55,0
P2924,F607,211.55,Emergency,Economy,1,Airport Kiosk,Aisle,42,0
P2925,F370,520.17,Business,Economy,1,Mobile App,Middle,92,0
P2926,F41,294.31,Business,Economy,0,Mobile App,Middle,41,0
P2927,F494,246.65,Business,Premium Economy,0,Online,Window,63,0
P2928,F292,381.89,Leisure,Economy,0,Airport Kiosk,Middle,5,0
P2929,F1890,315.6,Emergency,Economy,1,Desk,Window,52,0
P2930,F1569,365.91,Business,Economy,0,Mobile App,Window,2,0
P2931,F1466,306.98,Leisure,Economy,2,Desk,Window,47,0
P2932,F1398,282.75,Emergency,Economy,1,Desk,Aisle,116,0
P2933,F1089,478.04,Business,Economy,3,Airport Kiosk,Aisle,64,0
P2934,F1171,291.45,Leisure,Economy,0,Mobile App,Middle,91,0
P2935,F1574,280.42,Family,Economy,1,Mobile App,Window,74,0
P2936,F1711,406.21,Emergency,Premium Economy,0,Mobile App,Middle,86,0
P2937,F1512,378.5,Family,Premium Economy,0,Desk,Window,57,0
P2938,F1912,416.39,Family,Economy,0,Desk,Aisle,89,0
P2939,F548,374.48,Business,Business,0,Mobile App,Window,73,0
P2940,F990,324.27,Leisure,Economy,2,Desk,Aisle,10,0
P2941,F1900,342.43,Family,Premium Economy,0,Online,Window,106,0
P2942,F934,269.64,Emergency,Economy,1,Desk,Middle,68,0
P2943,F528,389.58,Emergency,Economy,1,Online,Middle,87,0
P2944,F946,363.25,Family,Premium Economy,5,Online,Middle,75,1
P2945,F12,464.02,Business,Premium Economy,2,Mobile App,Aisle,34,0
P2946,F636,323.73,Family,Economy,1,Airport Kiosk,Middle,76,0
P2947,F1636,251.35,Family,Economy,0,Airport Kiosk,Middle,76,1
P2948,F455,465.23,Business,First,1,Online,Middle,114,0
P2949,F1819,559.26,Emergency,Economy,1,Airport Kiosk,Aisle,5,0
P2950,F1200,399.94,Business,Economy,5,Mobile App,Aisle,57,0
P2951,F458,421.9,Leisure,Economy,1,Online,Aisle,42,0
P2952,F1544,368.69,Business,Economy,0,Online,Window,47,0
P2953,F17,359.65,Business,Business,3,Mobile App,Window,118,0
P2954,F590,387.75,Leisure,Premium Economy,0,Airport Kiosk,Aisle,17,1
P2955,F1960,339.59,Family,Economy,4,Mobile App,Aisle,35,0
P2956,F477,199.99,Leisure,Economy,1,Online,Middle,102,0
P2957,F251,212.26,Leisure,Economy,2,Online,Window,20,0
